Species,OtherName,Foodname
Arborophila davidi,Orange-necked Partridge/Orange-necked Hill Partridge/ Orange-necked Partridge/ Torquéole de David/ Arborófila de David/ perdiz-montesa-de-pescoço-laranja/Orange-necked Partridge,
Arborophila gingica,Collared Partridge/Rickett's Hill-partridge/Collared Hill Partridge/ White-necklaced Partridge/ Torquéole de Sonnerat/ Arborófila de Fujián/ perdiz-montesa-de-colar/ Collared Partridge/White-necklaced Partridge,
Arborophila hyperythra,Bornean Partridge/Red-breasted Hill Partridge/ Red-breasted Partridge/ Torquéole de Bornéo/ Arborófila de Borneo/ perdiz-montesa-de-bornéo/ Bornean Partridge/Red-breasted Partridge,
Arborophila javanica,Chestnut-bellied Partridge/Chestnut-bellied Hill Partridge/ Chestnut-bellied Partridge/ Torquéole de Java/ Arborófila de Java/ perdiz-montesa-de-barriga-castanha/Chestnut-bellied Partridge,
Arborophila mandellii,Chestnut-breasted Partridge/Chestnut-breasted Hill Partridge/ Chestnut-breasted Partridge/ Torquéole de Mandelli/ Arborófila pechirroja/ perdiz-montesa-de-peito-castanho/Chestnut-breasted Partridge,
Arborophila orientalis,White-faced Partridge/Grey-breasted Partridge/Horsfield's Hill Partridge/ Grey-breasted Partridge/ Torquéole de Horsfield/ Arborófila oriental/ perdiz-montesa-de-peito-cinzento/ Gray-breasted Partridge/ White-faced Partridge/Gray-breasted Partridge,
Arborophila rufipectus,Sichuan Partridge/Sichuan Hill Partridge/ Sichuan Partridge/ Torquéole de Boulton/ Arborófila de Sichuán/ perdiz-montesa-de-peito-ruivo/Sichuan Partridge,
Arborophila rufogularis,Rufous-throated Partridge/Rufous-throated Hill Partridge/ Rufous-throated Partridge/ Torquéole à gorge rousse/ Arborófila golirrufa/ perdiz-montesa-de-papo-ruivo/Rufous-throated Partridge,
Arborophila sumatrana,Sumatran Partridge/Sumartran Hill Partridge/ Sumatran Partridge/ Torquéole de Sumatra/ Arborófila de Sumatra/Sumatran Partridge,
Arbutus pavarii,Libyan Strawberry Tree/Libyan Strawberry Tree,
Arbutus unedo,Strawberry Tree/strawberry tree/Strawberry-tree,
Arbutus xalapensis,/Texas madrone,
Arca noae,Noah's ark/Noah's arch,
Archosargus probatocephalus,Sheepshead/sheepshead/ sargo chopa/sheepshead,
Archosargus rhomboidalis,Western Atlantic seabream/sea bream/ salema/ sargo amarillo/sea bream,
Arctica islandica,Ocean quahog/ocean quahog/Iceland Cyprina,
Arctictis binturong,Binturong/Bearcat/Binturong/binturong,
Arctocebus calabarensis,Calabar Angwantibo/Angwantibo/Golden Potto/Calabar Angwantibo/Perodicticus calabarensis,
Arctocephalus australis,South American fur seal/South American Fur Seal/South American fur seal,
Arctocephalus forsteri,New Zealand fur seal/New Zealand fur seal/ Antipodean fur seal/ black fur seal/ South Australian fur seal/ Australasian Fur Seal/ Long-nosed fur seal/New Zealand Fur Seal,
Arctocephalus pusillus,South African fur seal/Cape fur seal/Australian fur seal/South African fur seal/ Cape fur seal/ giant fur seal/ Tasmanian fur seal/ Brown Fur Seal/brown fur seal,
Arctogalidia trivirgata,Small-toothed Palm Civet/Three-striped Palm Civet/Small-toothed Palm Civet/small-toothed palm civet,
Arctonyx collaris,Greater Hog Badger/Hog Badger/Hog Badger/ Greater Hog-badger/hog badger,
Arctoscopus japonicus,Japanese sandfish/Sailfin sandfish/sailfin sandfish/Sailfin sandfish,
Arctozenus risso,Spotted barracudina/Ribbon barracudina/white barracudina/white barracudina,
Ardea alba,Great White Egret/Great Egret/ Grande Aigrette/Great Egret,
Ardea cinerea,Grey Heron/Gray Heron/Grey Heron/ Gray Heron/ Héron cendré/Gray Heron,
Ardea humbloti,Madagascar Heron/Humblot's Heron/Humblot's Heron/Humblot's Heron,
Ardea insignis,White-bellied Heron/Imperial Heron/White-bellied Heron/White-bellied Heron,
Ardea purpurea,Purple Heron/Purple Heron/ Héron pourpré/Purple Heron,
Ardeola bacchus,Chinese Pond-heron/Chinese Pond Heron/Chinese Pond-Heron/Chinese Pond Heron/ Chinese Pond-Heron/ Crabier chinois/Chinese Pond-Heron,
Ardeola grayii,Indian Pond-heron/Indian Pond Heron/Indian Pond-Heron/Indian Pond Heron/Indian Pond-Heron,
Ardeola idae,Madagascar Pond-heron/Madagascar Pond-Heron/Madagascar Squacco Heron/Malagasy Pond Heron/Malagasy Pond Heron/Malagasy Pond-Heron,
Ardeola speciosa,Javan Pond-heron/Javan Pond Heron/Javan Pond-Heron/Javan Pond Heron/Javan Pond-Heron,
Ardeotis arabs,Arabian Bustard/Arabian Bustard/Arabian Bustard,
Ardeotis australis,Australian Bustard/Australian Bustard/Australian Bustard,
Ardeotis kori,Kori Bustard/Kori Bustard/Kori Bustard,
Ardeotis nigriceps,Great Indian Bustard/Indian Bustard/Great Indian Bustard/Great Indian Bustard,
Ardisia bamendae,/,
Ardisia bartletii,/,
Ardisia sapida,/,
Areca caliso,/,
Areca catechu,Areca nuts/betel nut/areca palm/areca nut palm/betel palm/betel nut palm/Indian nut/Pinang palm/catechu/betel palm/Indian-nut,
Areca ipot,/Ipot Palm,
Areca macrocalyx,/highland betel-nut palm,
Areca parens,/,
Areca whitfordii,/,
Arenaria interpres,Ruddy Turnstone/Turnstone/Vuelvepiedras rojizo/ Ruddy Turnstone/ Tournepierre à collier/ Vuelvepiedras común/ vira-pedras/ rola-do-mar/Ruddy Turnstone,
Arenga obtusifolia,/lang kap,
Arenga tremula,/Philippines dwarf sugar palm,
Arenga westerhoutii,/,
Argentina elongata,elongata/silverside/silverside,
Argentina silus,Greater argentine/Atlantic argentine/Great silver smelt/Herring smelt/Smelt/Atlantic argentine/ grande argentine/Atlantic argentine,
Argentina sphyraena,Argentine/silver smelt/Argentine,
Argonauta argo,/greater argonaut/Common Paper Nautilus,
Argopecten gibbus,Calico scallop/Atlantic calico scallop/Atlantic calico scallop/Atlantic calico scallop,
Argopecten irradians,Atlantic bay scallop/Aeqio[ectem orradoams/Bay scallop/bay scallop/Atlantic Bay Scallop,
Argopecten purpuratus,Peruvian calico scallop/Peruvian scallop,
Argopecten ventricosus,Pacific calico scallop/Pacific calico scallop/Pacific calico scallop,
Argusianus argus,Great Argus/Great Argus/ Argus géant/ Argos real/ argos-real/Great Argus,
Argyrolobium pedunculare,/,
Argyrops bleekeri,Taiwan tai/Bream,
Argyrops caeruleops,/,
Argyrops filamentosus,Soldierbream/Seabream/Soldier Bream/Seabream,
Argyrops notialis,/,
Argyrops spinifer,King soldier bream/King soldierbream/Bowen snapper,
Argyrosomus coronus,Dusky Kob/Coron Meagre/Coron meagre,
Argyrosomus heinii,Arabian Sea Meagre/Arabian sea meagre,
Argyrosomus hololepidotus,Southern meagre/Mulloway/Madagascar meagre/Croaker,
Argyrosomus inodorus,Silver Kob/Mild Meagre/Silver Meagre/Mild meagre,
Argyrosomus japonicus,Japanese meagre/Japanese croaker/Japanese croaker,
Argyrosomus regius,Meagre/common dentex/stone bass/atlantic shadefish/ meagre/ atlantic shadefish/ meagre/Jewfish,
Argyrosomus thorpei,Squaretail kob/Squaretail kob,
Argyrozona argyrozona,Carpenter seabream/Carpenter,
Arilus cristatus,Wheel bug/North American wheel bug/North American Wheel Bug,
Ariocarpus agavoides,Tamaulipas Living Rock Cactus/Tamaulipas living-rock cactus,
Ariomma bondi,Silver-rag driftfish/silver-rag/ pastorcillo lucia/ pastorcillo lucía/silver-rag,
Ariomma indicum,Indian driftfish/Indian driftfish,
Ariomma melanum,/brown driftfish/ pastorcillo café/brown driftfish,
Ariopsis guatemalensis,Widehead Sea Catfish/Blue Sea Catfish/widehead sea catfish/ bagre cuatete/widehead sea catfish,
Ariopsis peltata,Shield Leaf Ariopsis/,
Ariopsis seemanni,Tete sea catfish/tete sea catfish/ bagre tete/tete sea catfish,
Ariosoma meeki,/Silvery conger,
Aristaeomorpha foliacea,Giant red shrimp/giant gamba prawn/ giant red shrimp/ ammiru cani/ ammiru turcu/ chorizo/ crevette rouge/ gamba española/ gamba roja/ gambaru de fundu/ gambero rosso/ gambon rouge/ grande crevette rouge/ langostino moruño/ langostino rojo/ red royal prawn/ u patri di ammiru/giant gamba prawn,
Aristaeopsis edwardsiana,Scarlet shrimp/Carabineros shrimp/cardinal prawn/gamba carabinero/ gambon écarlat/ scarlet gamba prawn/ scarlet shrimp/scarlet gamba prawn,
Aristeus antennatus,Blue and red shrimp/Red prawn/blue and red shrimp/ crevette rouge/ gamba rosada/blue and red shrimp,
Aristeus varidens,Striped red shrimp/striped red shrimp/ gamba listada/ gambon rayé/striped red shrimp,
Arius acutirostris,/,
Arius africanus,African Sea Catfish/African sea catfish,
Arius arius,Threadfin Sea Catfish/threadfin sea catfish/ mâchoiron fouet/ bagre filamentoso/threadfin sea catfish,
Arius dispar,Fleshysnout Catfish/Sea catfish/fleshysnout catfish/fleshysnout catfish,
Arius festinus,/,
Arius gagora,Gagora Catfish/Gagora catfish/Gagora catfish,
Arius gigas,/Ewe,
Arius heudelotii,Smoothmouth sea catfish/,
Arius latiscutatus,Rough-head sea catfish/Giant sea catfish,
Arius madagascariensis,/Madagascar sea catfish,
Arius manillensis,/Manila sea catfish/Manila sea catfish,
Arius uncinatus,/,
Armatocereus godingianus,/,
Armatocereus matucanensis,/,
Armatocereus riomajensis,/,
Armitermes euamignathus,Termite/,
Armoracia rusticana,Horseradish/horse-radish/ horseradish/Horse-radish,
Arnica montana,/mountain arnica/European arnica,
Arnoglossus arabicus,Arabian Flounder/Arabian flounder,
Arnoglossus aspilos,Spotless Lefteye Flounder/Brown Flounder/Brown flounder,
Arnoglossus capensis,Cape Scaldfish/Cape flounder/Cape flounder,
Arnoglossus imperialis,Imperial scaldfish/Imperial scaldfish,
Arnoglossus kessleri,Scaldback/Scaldback,
Arnoglossus laterna,Mediterranean scaldfish/scaldfish/Scald fish,
Arnoglossus macrolophus,Large-crested Lefteye Flounder/Crested Flounder/largecrested flounder/largecrested flounder,
Arnoglossus rueppelii,RÃ¼ppell's Scaldback/Rüppell's scaldback,
Arnoglossus tapeinosoma,Bleeker's Narrow-bodied Flounder/Drab Flounder/Drab flounder,
Arnoglossus thori,Thor's scaldfish/Grohmann's scaldfish/Grohmann's scaldfish,
Arothron firmamentum,Starry Toadfish/Starry Toado/Starry toadfish,
Arothron hispidus,White-spotted Puffer/Broadbarred Toadfish/Pufferfish/Stars And Stripes Puffer/Stars-and-stripes Pufferfish/Stripebelly Puffer/Whitespotted Blaasop/White Spotted Blow Fish/Whitespotted Puffer/poison puffer/ botete panza rayada/ stripebelly puffer/ Stripebelly Puffer/Stripebelly Puffer,
Arothron mappa,Map Puffer/Map Blaasop/Scribbled Pufferfish/Scribbled Toadfish/map blaasop/map blaasop,
Arothron nigropunctatus,Blackspotted Puffer/Blackspotted Blaasop/Black Spotted Blow Fish/Black Spotted Puffer/Black-spotted Pufferfish/Blackspotted Toadfish/Puffer Fish/brown puffer/brown puffer,
Arothron stellatus,Stellate Puffer/Star Blaasop/Staring Blow Fish/Star Puffer/Starry Pufferfish/Starry Toadfish/starry blowfish/starry blowfish,
Arotrolepis filicauda,/Threadfin leatherjacket,
Arphia sulphurea,Grasshopper/sulphur-winged grasshopper/Spring Yellow-Winged Locust,
Arracacia xanthorrhiza,Arracacia tuber/white carrot/arracacha/Peruvian-carrot,
Arrhamphus sclerolepis,Snub-nosed Garfish/Northern/shortbeaked garfish/ shortbeaked garfish/shortbeaked garfish,
Arripis georgianus,Ruff/Australian herring/south australian roughy/ South Australian roughy/South Australian roughy,
Arripis trutta,Australian salmon/kahawai/australian salmon/ salmon trout/ salmon trout/ Australian salmon/Australian salmon,
Artabotrys brachypetalus,Large hook-berry/Purple hook-berry/,
Artamus fuscus,Ashy Woodswallow/Ashy Woodswallow/Ashy Woodswallow,
Artemesia longinaris,Argentine stiletto shrimp/Argentine stiletto shrimp/ camarão barba branca/ camarão de Argentina/ camarão ferrinho/ camarão serrinha/ camarón estilete argentino/ crevette stylet d'Argentine/Argentine stiletto shrimp,
Artemia salina,Brine shrimp/Brine Shrimp,
Artemisia afra,Wild wormwood/African wormwood/African wormwood,
Artemisia dracunculus,Tarragon/green sagewort/ wormwood/ false tarragon/ silky wormwood/ tarragon/Tarragon,
Artemisia eriantha,/,
Artemisia genipi,/,
Artemisia indica,Japanese wormwood/,
Arthrospira platensis,/cyanobacterium/,
Artocarpus altilis,Breadfruit/breadfruit/breadfruit,
Artocarpus anisophyllus,/,
Artocarpus elasticus,/,
Artocarpus heterophyllus,Jackfruit/Artocapus heterophylla/Artocarpus heterophylla/jackfruit/Jackfruit,
Artocarpus lacucha,Monkey-jack/,
Artocarpus nanchuanensis,/,
Artocarpus odoratissimus,/marang/marang,
Arum hygrophilum,Water Arum/Water Arum,
Arvicola sapidus,Southern Water Vole/Southwestern Water Vole/Southwestern Water Vole/South-western Water Vole,
Asaphis violascens,Pacific asaphis/Pacific asaphis,
Asarcornis scutulata,White-winged Duck/White-winged Wood Duck/White-winged Duck/ Nette à ailes blanches/ Pato de jungla/ pato-de-asas-brancas/White-winged Duck,
Ascophyllum nodosum,North Atlantic rockweed/rockweed/Knotted Wrack,
Aselliscus stoliczkanus,Stoliczka's Asian Trident Bat/Stoliczka's Trident Bat/Stoliczka's Trident Bat/ Stoliczka's Asian Trident Bat/Stoliczka's Asian Trident Bat,
Aseraggodes albidus,White Sole/White sole,
Aseraggodes beauforti,/,
Aseraggodes cheni,/,
Aseraggodes dubius,/,
Aseraggodes kimurai,/,
Aseraggodes kobensis,Milkfish Sole/Milky spotted sole,
Aseraggodes satapoomini,/Andaman sole,
Aseraggodes senoui,Mabul Sole/Mabul sole,
Aseraggodes umbratilis,/,
Asio otus,Northern Long-eared Owl/Búho cara café/ Long-eared Owl/ hibou moyen-duc/Long-eared Owl,
Aspalathus linearis,South African red tea/red tea/Rooibos/rooibos/rooibos-tea,
Asparagus acutifolius,Wild Asparagus/Wild Asparagus,
Asparagus aphyllus,Mediterranean Asparagus/Prickly Asparagus/Mediterranean Asparagus,
Asparagus filicinus,Fern Asparagus/fern asparagus,
Asparagus maritimus,/,
Asparagus officinalis,Asparagus/asparagus/ garden-asparagus/ garden asparagus/Asparagus,
Asparagus tenuifolius,/,
Asparagus verticillatus,/,
Aspatharia chaiziana,/,
Aspatharia dahomeyensis,/,
Aspatharia droueti,/,
Aspatharia pfeifferiana,/,
Aspatharia rochebrunei,/,
Aspericorvina jubata,Prickly croaker/Croaker,
Asphodelus aestivus,/,
Aspidites melanocephalus,Black-headed Python/Black-headed Python/Black-headed Python,
Aspidites ramsayi,Woma/Ramsay's Python/Ramsays Python/ Woma Python/Ramsays Python,
Aspiolucius esocinus,/Asp-pike,
Assiminea eliae,/,
Astacoides betsileoensis,/,
Astacoides caldwelli,/,
Astacoides crosnieri,/,
Astacoides granulimanus,/,
Astacoides hobbsi,/,
Astacoides madagascarensis,Madagascar Freshwater Crayfish/Madagascar Freshwater Crayfish,
Astacoides petiti,/,
Astacopsis franklinii,/,
Astacopsis gouldi,/Tasmanian giant freshwater crayfish/ giant freshwater crayfish/Tasmanian giant freshwater crayfish,
Astacopsis tricornis,/,
Astacus astacus,Noble crayfish/European crayfish/broad-fingered crayfish/Noble Crayfish,
Astatotilapia calliptera,Eastern River Bream/Eastern Happy/Eastern happy,
Asterorhombus cocosensis,Cocos Island Flounder/Angler Flatfish/Angler Flounder/Angler flatfish,
Asterorhombus intermedius,Intermediate Flounder	/Blotched Flounder	/Large-scale Flounder	/Rug-body Flounder	/intermediate flounder/intermediate flounder,
Astichopus multifidus,/fissured sea cucumber/fissured sea cucumber,
Astragalus crassicarpus,/ground-plum/ groundplum milkvetch/ground-plum,
Astragalus sirinicus,/,
Astroblepus cacharas,/,
Astroblepus chapmani,/,
Astroblepus frenatus,/,
Astroblepus grixalvii,/,
Astroblepus guentheri,/,
Astroblepus heterodon,/,
Astroblepus homodon,/,
Astroblepus jurubidae,/,
Astroblepus latidens,/,
Astroblepus longifilis,/,
Astroblepus mariae,Suckermouth Catfish/Suckermouth Catfish,
Astroblepus marmoratus,/,
Astroblepus micrescens,/,
Astroblepus nicefori,/,
Astroblepus retropinnus,/,
Astroblepus santanderensis,/,
Astroblepus trifasciatus,/,
Astroblepus unifasciatus,/,
Astrocaryum aculeatum,/,
Astrocaryum alatum,/,
Astrocaryum carnosum,/,
Astrocaryum gratum,/,
Astrocaryum huaimi,/,
Astrocaryum mexicanum,/,
Astrocaryum sciophilum,/,
Astrocaryum tucuma,/tucum palm,
Astrochelys radiata,Radiated Tortoise/Radiated Tortoise/Radiated tortoise,
Astrochelys yniphora,Ploughshare Tortoise/Angonoka/Madagascar Angulated Tortoise/Madagascar Tortoise/Ploughshare Tortoise/ Angonoka/Ploughshare tortoise,
Astronesthes nigroides,/Blackish snaggletooth,
Astronotus ocellatus,Oscar/oscar/Oscar,
Astroscopus guttatus,Northern stargazer/northern stargazer/northern stargazer,
Astroscopus y-graecum,Southern Stargazer/southern stargazer/ miracielo del sureste/southern stargazer,
Astyanax aeneus,Banded Tetra/Banded tetra,
Astyanax dorioni,/,
Astyanax fasciatus,Banded astyanax/banded astyanax/ banded astyanax/ Mexican tetra/Mexican tetra,
Astyanax multidens,/,
Astyanax myersi,/Myer's Astyanax,
Astyanax nasutus,Cocibolca Tetra/Colcibolca tetra,
Astyanax nicaraguensis,/,
Astyanax scintillans,/Brilliant Astyanax,
Astyanax siapae,Siapa Astyanax/Tetra/Siapa Astyanax,
Astyanax venezuelae,Venezuelan Astyanax/Venezuelan Astyanax,
Atelerix algirus,North African Hedgehog/Algerian Hedgehog/North African Hedgehog/North African Hedgehog,
Ateles belzebuth,White-bellied Spider Monkey/Long-haired Spider Monkey/White-bellied Spider Monkey/ White-fronted Spider Monkey/Atéle belzébuth,
Ateles chamek,Black-faced Black Spider Monkey/Black Spider Monkey/Chamek Spider Monkey/Peruvian Black Spider Monkey/Chamek Spider Monkey/ Black Spider Monkey/ Peruvian Spider Monkey/black-faced spider monkey,
Ateles fusciceps,Brown-headed Spider Monkey/Black-headed Spider Monkey/Brown-headed Spider Monkey/ Black-headed Spider Monkey/black-headed spider monkey,
Ateles geoffroyi,Geoffroyâ€™s Spider Monkey/Black-handed Spider Monkey/Black-headed Spider Monkey/Central American Spider Monkey/Central American Spider Monkey/Mono Colorado/Mono-araña centroamericano/ Central American Spider Monkey/black-handed spider monkey,
Ateles hybridus,Brown Spider Monkey/Variegated Spider Monkey/Variegated Spider Monkey/Atele varié,
Ateles marginatus,White-cheeked Spider Monkey/White-whiskered Spider Monkey/White-whiskered Spider Monkey/ White-cheeked Spider Monkey/white-cheeked spider monkey,
Ateles paniscus,Guiana Spider Monkey/Black Spider Monkey/Red-faced Black Spider Monkey/Black Spider Monkey/ Red-faced Black Spider Monkey/ Red-faced Spider Monkey/red-faced spider monkey,
Atelomycterus baliensis,Bali Catshark/Bali catshark,
Atelomycterus erdmanni,Spotted-belly Catshark/Spotted-belly catshark,
Atelomycterus marmoratus,Coral catshark/coral catshark/coral catshark,
Atelornis crossleyi,Rufous-headed Ground-roller/Crossley's Ground-roller/Crossley's Ground Roller/Rufous-headed Ground Roller/Rufous-headed Ground-Roller/Rufous-headed Ground Roller/ Rufous-headed Ground-roller/ Carraca terrestre cabecirrufa/ Brachyptérolle de Crossley/Rufous-headed Ground-Roller,
Atelornis pittoides,Pitta-like Ground-roller/Pitta-like Ground Roller/Pitta-like Ground-Roller/Pitta-like Ground Roller/ Pitta-like Ground-roller/ Carraca terrestre cabeciazul/ Brachyptérolle pittoïde/Pitta-like Ground-Roller,
Athene brama,Spotted Owlet/Spotted Owlet/Spotted Owlet,
Atheresthes evermanni,Kamchatka flounder/Kamchatka flounder/ Kamchatka Flounder/Kamchatka Flounder,
Atheresthes stomias,Arrowtooth flounder/arrowtooth flounder/ Arrowtooth Flounder/ plie à grande bouche/Arrowtooth Flounder,
Atherina boyeri,Big-scale sand smelt/Big-scale sand smelt,
Atherina hepsetus,Mediterranean sand smelt/sand smelt/Mediterranean sand smelt,
Atherina presbyter,Sand smelt/common sand smelt/Atherine,
Atherinella brasiliensis,Robust Silverside/Brazilian Silverside/Brazilian silversides,
Atherinella chagresi,Chagres Silverside/Chagres Silverside,
Atherinella crystallina,Blackfin Silverside/blackfin silverside/ plateadito del Presidio/blackfin silverside,
Atherinella guija,/Guija Silverside,
Atherinella meeki,Meek's Silverside/Meek's Silverside,
Atherinomorus duodecimalis,/Balabac Island silverside,
Atherinomorus lacunosus,Hardyhead silverside/Hardyhead silverside,
